Date Time, Water Level, Sigma, O or I (for verified), F, R, L, Quality 
2023-08-04 23:12,-0.256,0.059,1,0,0,0,p
2023-08-04 23:18,-0.256,0.062,1,0,0,0,p
2023-08-04 23:24,-0.305,0.066,1,0,0,0,p
2023-08-04 23:30,-0.364,0.062,1,0,0,0,p
2023-08-04 23:36,-0.361,0.072,1,0,0,0,p
2023-08-04 23:42,-0.384,0.082,1,0,0,0,p
2023-08-04 23:48,-0.420,0.062,0,0,0,0,p
2023-08-04 23:54,-0.430,0.072,0,0,0,0,p
2023-08-05 00:00,-0.427,0.062,1,0,0,0,p
2023-08-05 00:06,-0.374,0.066,1,0,0,0,p
2023-08-05 00:12,-0.394,0.059,1,0,0,0,p
2023-08-05 00:18,-0.407,0.072,1,0,0,0,p
2023-08-05 00:24,-0.384,0.062,1,0,0,0,p
2023-08-05 00:30,-0.377,0.059,1,0,0,0,p
2023-08-05 00:36,-0.344,0.062,0,0,0,0,p
2023-08-05 00:42,-0.312,0.059,1,0,0,0,p
2023-08-05 00:48,-0.272,0.066,1,0,0,0,p
2023-08-05 00:54,-0.285,0.072,1,0,0,0,p
2023-08-05 01:00,-0.269,0.072,1,0,0,0,p
2023-08-05 01:06,-0.266,0.062,1,0,0,0,p
2023-08-05 01:12,-0.266,0.066,0,0,0,0,p
2023-08-05 01:18,-0.289,0.056,1,0,0,0,p
2023-08-05 01:24,-0.269,0.056,1,0,0,0,p
2023-08-05 01:30,-0.240,0.056,1,0,0,0,p
2023-08-05 01:36,-0.190,0.069,0,0,0,0,p
2023-08-05 01:42,-0.197,0.082,0,0,0,0,p
2023-08-05 01:48,-0.154,0.056,1,0,0,0,p
2023-08-05 01:54,-0.121,0.062,1,0,0,0,p
2023-08-05 02:00,-0.098,0.052,0,0,0,0,p
2023-08-05 02:06,-0.082,0.062,1,0,0,0,p
2023-08-05 02:12,-0.039,0.062,1,0,0,0,p
2023-08-05 02:18,-0.030,0.069,1,0,0,0,p
2023-08-05 02:24,-0.010,0.210,1,0,0,0,p
2023-08-05 02:30,0.056,0.115,1,0,0,0,p
2023-08-05 02:36,0.043,0.072,0,0,0,0,p
2023-08-05 02:42,0.052,0.072,0,0,0,0,p
2023-08-05 02:48,0.079,0.062,0,0,0,0,p
2023-08-05 02:54,0.118,0.052,0,0,0,0,p
2023-08-05 03:00,0.125,0.049,1,0,0,0,p
2023-08-05 03:06,0.177,0.082,1,0,0,0,p
2023-08-05 03:12,0.240,0.187,1,0,0,0,p
2023-08-05 03:18,0.315,0.085,0,0,0,0,p
2023-08-05 03:24,0.312,0.072,1,0,0,0,p
2023-08-05 03:30,0.413,0.059,0,0,0,0,p
2023-08-05 03:36,0.436,0.075,0,0,0,0,p
2023-08-05 03:42,0.423,0.075,0,0,0,0,p
2023-08-05 03:48,0.433,0.062,1,0,0,0,p
2023-08-05 03:54,0.443,0.066,0,0,0,0,p
2023-08-05 04:00,0.528,0.066,0,0,0,0,p
2023-08-05 04:06,0.499,0.066,0,0,0,0,p
2023-08-05 04:12,0.558,0.062,1,0,0,0,p
2023-08-05 04:18,0.581,0.066,0,0,0,0,p
2023-08-05 04:24,0.604,0.062,1,0,0,0,p
2023-08-05 04:30,0.610,0.066,0,0,0,0,p
2023-08-05 04:36,0.594,0.062,1,0,0,0,p
2023-08-05 04:42,0.600,0.062,1,0,0,0,p
2023-08-05 04:48,0.627,0.059,1,0,0,0,p
2023-08-05 04:54,0.650,0.062,1,0,0,0,p
2023-08-05 05:00,0.689,0.059,0,0,0,0,p
2023-08-05 05:06,0.725,0.066,1,0,0,0,p
2023-08-05 05:12,0.745,0.062,0,0,0,0,p
2023-08-05 05:18,0.768,0.059,1,0,0,0,p
2023-08-05 05:24,0.768,0.072,0,0,0,0,p
2023-08-05 05:30,0.764,0.072,1,0,0,0,p
2023-08-05 05:36,0.823,0.066,0,0,0,0,p
2023-08-05 05:42,0.840,0.066,0,0,0,0,p
2023-08-05 05:48,0.902,0.069,1,0,0,0,p
2023-08-05 05:54,0.883,0.052,1,0,0,0,p
2023-08-05 06:00,0.863,0.062,1,0,0,0,p
2023-08-05 06:06,0.850,0.072,0,0,0,0,p
2023-08-05 06:12,0.850,0.062,0,0,0,0,p
2023-08-05 06:18,0.830,0.059,1,0,0,0,p
2023-08-05 06:24,0.817,0.059,1,0,0,0,p
2023-08-05 06:30,0.778,0.062,1,0,0,0,p
2023-08-05 06:36,0.764,0.052,1,0,0,0,p
2023-08-05 06:42,0.781,0.062,1,0,0,0,p
2023-08-05 06:48,0.774,0.056,1,0,0,0,p
2023-08-05 06:54,0.755,0.072,1,0,0,0,p
2023-08-05 07:00,0.797,0.052,1,0,0,0,p
2023-08-05 07:06,0.810,0.066,1,0,0,0,p
2023-08-05 07:12,0.807,0.075,1,0,0,0,p
2023-08-05 07:18,0.823,0.062,0,0,0,0,p
2023-08-05 07:24,0.801,0.049,1,0,0,0,p
2023-08-05 07:30,0.820,0.075,1,0,0,0,p
2023-08-05 07:36,0.833,0.056,1,0,0,0,p
2023-08-05 07:42,0.827,0.056,0,0,0,0,p
2023-08-05 07:48,0.853,0.052,1,0,0,0,p
2023-08-05 07:54,0.817,0.052,0,0,0,0,p
2023-08-05 08:00,0.787,0.069,1,0,0,0,p
2023-08-05 08:06,0.771,0.056,1,0,0,0,p
2023-08-05 08:12,0.702,0.066,0,0,0,0,p
2023-08-05 08:18,0.725,0.075,1,0,0,0,p
2023-08-05 08:24,0.676,0.059,1,0,0,0,p
2023-08-05 08:30,0.646,0.052,1,0,0,0,p
2023-08-05 08:36,0.663,0.069,1,0,0,0,p
2023-08-05 08:42,0.659,0.056,0,0,0,0,p
2023-08-05 08:48,0.604,0.049,1,0,0,0,p
2023-08-05 08:54,0.551,0.049,0,0,0,0,p
2023-08-05 09:00,0.561,0.052,1,0,0,0,p
2023-08-05 09:06,0.538,0.056,0,0,0,0,p
2023-08-05 09:12,0.518,0.062,1,0,0,0,p
2023-08-05 09:18,0.407,0.223,1,0,0,0,p
2023-08-05 09:24,0.538,0.148,0,0,0,0,p
2023-08-05 09:30,0.423,0.079,0,0,0,0,p
2023-08-05 09:36,0.358,0.062,1,0,0,0,p
2023-08-05 09:42,0.354,0.069,0,0,0,0,p
2023-08-05 09:48,0.312,0.062,0,0,0,0,p
2023-08-05 09:54,0.289,0.052,1,0,0,0,p
2023-08-05 10:00,0.285,0.059,0,0,0,0,p
2023-08-05 10:06,0.276,0.072,1,0,0,0,p
2023-08-05 10:12,0.197,0.423,0,0,0,0,p
2023-08-05 10:18,0.256,0.141,0,0,0,0,p
2023-08-05 10:24,0.151,0.085,0,0,0,0,p
2023-08-05 10:30,0.253,0.069,1,0,0,0,p
2023-08-05 10:36,0.190,0.066,1,0,0,0,p
2023-08-05 10:42,0.102,0.069,0,0,0,0,p
2023-08-05 10:48,0.151,0.056,0,0,0,0,p
2023-08-05 10:54,0.171,0.046,1,0,0,0,p
2023-08-05 11:00,0.118,0.059,0,0,0,0,p
2023-08-05 11:06,0.085,0.062,0,0,0,0,p
2023-08-05 11:12,0.148,0.059,0,0,0,0,p
2023-08-05 11:18,0.157,0.066,1,0,0,0,p
2023-08-05 11:24,0.157,0.069,1,0,0,0,p
2023-08-05 11:30,0.171,0.079,1,0,0,0,p
2023-08-05 11:36,0.167,0.066,1,0,0,0,p
2023-08-05 11:42,0.200,0.069,1,0,0,0,p
2023-08-05 11:48,0.157,0.052,1,0,0,0,p
2023-08-05 11:54,0.144,0.062,1,0,0,0,p
2023-08-05 12:00,0.184,0.062,1,0,0,0,p
2023-08-05 12:06,0.190,0.059,1,0,0,0,p
2023-08-05 12:12,0.174,0.062,0,0,0,0,p
2023-08-05 12:18,0.161,0.056,1,0,0,0,p
2023-08-05 12:24,0.157,0.059,0,0,0,0,p
2023-08-05 12:30,0.157,0.059,0,0,0,0,p
2023-08-05 12:36,0.102,0.062,1,0,0,0,p
2023-08-05 12:42,0.105,0.079,0,0,0,0,p
2023-08-05 12:48,0.075,0.072,1,0,0,0,p
2023-08-05 12:54,0.036,0.059,1,0,0,0,p
2023-08-05 13:00,0.036,0.049,1,0,0,0,p
2023-08-05 13:06,0.066,0.052,0,0,0,0,p
2023-08-05 13:12,0.098,0.046,0,0,0,0,p
2023-08-05 13:18,0.108,0.066,1,0,0,0,p
2023-08-05 13:24,0.095,0.049,1,0,0,0,p
2023-08-05 13:30,0.131,0.043,1,0,0,0,p
2023-08-05 13:36,0.157,0.056,1,0,0,0,p
2023-08-05 13:42,0.167,0.085,1,0,0,0,p
2023-08-05 13:48,0.059,0.361,1,0,0,0,p
2023-08-05 13:54,0.272,0.194,0,0,0,0,p
2023-08-05 14:00,0.266,0.072,1,0,0,0,p
2023-08-05 14:06,0.272,0.056,1,0,0,0,p
2023-08-05 14:12,0.328,0.062,0,0,0,0,p
2023-08-05 14:18,0.315,0.052,1,0,0,0,p
2023-08-05 14:24,0.262,0.046,1,0,0,0,p
2023-08-05 14:30,0.243,0.056,1,0,0,0,p
2023-08-05 14:36,0.236,0.043,1,0,0,0,p
2023-08-05 14:42,0.243,0.056,0,0,0,0,p
2023-08-05 14:48,0.213,0.052,1,0,0,0,p
2023-08-05 14:54,0.243,0.049,1,0,0,0,p
2023-08-05 15:00,0.331,0.069,0,0,0,0,p
2023-08-05 15:06,0.325,0.092,1,0,0,0,p
2023-08-05 15:12,0.302,0.276,1,0,0,0,p
2023-08-05 15:18,0.417,0.089,0,0,0,0,p
2023-08-05 15:24,0.371,0.059,0,0,0,0,p
2023-08-05 15:30,0.364,0.059,0,0,0,0,p
2023-08-05 15:36,0.469,0.062,1,0,0,0,p
2023-08-05 15:42,0.390,0.046,0,0,0,0,p
2023-08-05 15:48,0.397,0.046,1,0,0,0,p
2023-08-05 15:54,0.446,0.062,0,0,0,0,p
2023-08-05 16:00,0.420,0.112,0,0,0,0,p
2023-08-05 16:06,0.436,0.056,0,0,0,0,p
2023-08-05 16:12,0.443,0.056,0,0,0,0,p
2023-08-05 16:18,0.518,0.062,1,0,0,0,p
2023-08-05 16:24,0.522,0.092,0,0,0,0,p
2023-08-05 16:30,0.545,0.043,1,0,0,0,p
2023-08-05 16:36,0.614,0.066,0,0,0,0,p
2023-08-05 16:42,0.623,0.056,1,0,0,0,p
2023-08-05 16:48,0.610,0.062,1,0,0,0,p
2023-08-05 16:54,0.620,0.069,0,0,0,0,p
2023-08-05 17:00,0.696,0.066,0,0,0,0,p
2023-08-05 17:06,0.699,0.052,1,0,0,0,p
2023-08-05 17:12,0.689,0.066,1,0,0,0,p
2023-08-05 17:18,0.709,0.069,0,0,0,0,p
2023-08-05 17:24,0.728,0.059,1,0,0,0,p
2023-08-05 17:30,0.712,0.069,1,0,0,0,p
2023-08-05 17:36,0.735,0.052,0,0,0,0,p
2023-08-05 17:42,0.758,0.066,0,0,0,0,p
2023-08-05 17:48,0.666,0.390,0,0,0,0,p
2023-08-05 17:54,0.748,0.138,0,0,0,0,p
2023-08-05 18:00,0.686,0.066,0,0,0,0,p
2023-08-05 18:06,0.827,0.079,1,0,0,0,p
2023-08-05 18:12,0.702,0.072,0,0,0,0,p
2023-08-05 18:18,0.692,0.082,0,0,0,0,p
2023-08-05 18:24,0.738,0.066,1,0,0,0,p
2023-08-05 18:30,0.748,0.075,0,0,0,0,p
2023-08-05 18:36,0.709,0.089,1,0,0,0,p
2023-08-05 18:42,0.679,0.082,0,0,0,0,p
2023-08-05 18:48,0.715,0.079,1,0,0,0,p
2023-08-05 18:54,0.682,0.069,1,0,0,0,p
2023-08-05 19:00,0.614,0.075,0,0,0,0,p
2023-08-05 19:06,0.659,0.062,1,0,0,0,p
2023-08-05 19:12,0.663,0.059,1,0,0,0,p
2023-08-05 19:18,0.633,0.056,1,0,0,0,p
2023-08-05 19:24,0.610,0.069,0,0,0,0,p
2023-08-05 19:30,0.646,0.062,1,0,0,0,p
2023-08-05 19:36,0.623,0.062,0,0,0,0,p
2023-08-05 19:42,0.630,0.059,1,0,0,0,p
2023-08-05 19:48,0.620,0.066,1,0,0,0,p
2023-08-05 19:54,0.558,0.059,1,0,0,0,p
2023-08-05 20:00,0.512,0.069,0,0,0,0,p
2023-08-05 20:06,0.577,0.059,1,0,0,0,p
2023-08-05 20:12,0.577,0.059,1,0,0,0,p
2023-08-05 20:18,0.581,0.056,0,0,0,0,p
2023-08-05 20:24,0.541,0.056,0,0,0,0,p
2023-08-05 20:30,0.548,0.056,1,0,0,0,p
2023-08-05 20:36,0.479,0.115,1,0,0,0,p
2023-08-05 20:42,0.518,0.082,1,0,0,0,p
2023-08-05 20:48,0.482,0.072,1,0,0,0,p
2023-08-05 20:54,0.459,0.056,1,0,0,0,p
2023-08-05 21:00,0.453,0.066,0,0,0,0,p
2023-08-05 21:06,0.443,0.062,0,0,0,0,p
2023-08-05 21:12,0.413,0.069,0,0,0,0,p
2023-08-05 21:18,0.410,0.059,1,0,0,0,p
2023-08-05 21:24,0.420,0.066,0,0,0,0,p
2023-08-05 21:30,0.384,0.066,0,0,0,0,p
2023-08-05 21:36,0.381,0.052,1,0,0,0,p
2023-08-05 21:42,0.331,0.062,0,0,0,0,p
2023-08-05 21:48,0.308,0.059,0,0,0,0,p
2023-08-05 21:54,0.262,0.056,1,0,0,0,p
2023-08-05 22:00,0.249,0.066,1,0,0,0,p
2023-08-05 22:06,0.243,0.056,1,0,0,0,p
2023-08-05 22:12,0.220,0.062,1,0,0,0,p
2023-08-05 22:18,0.210,0.066,1,0,0,0,p
2023-08-05 22:24,0.213,0.069,1,0,0,0,p
2023-08-05 22:30,0.177,0.062,0,0,0,0,p
2023-08-05 22:36,0.171,0.066,1,0,0,0,p
2023-08-05 22:42,0.157,0.052,1,0,0,0,p
2023-08-05 22:48,0.177,0.052,1,0,0,0,p
2023-08-05 22:54,0.157,0.059,0,0,0,0,p
2023-08-05 23:00,0.167,0.062,0,0,0,0,p
2023-08-05 23:06,0.157,0.059,0,0,0,0,p
2023-08-05 23:12,0.151,0.069,1,0,0,0,p
2023-08-05 23:18,0.128,0.059,1,0,0,0,p
2023-08-05 23:24,0.121,0.056,1,0,0,0,p
2023-08-05 23:30,0.118,0.062,1,0,0,0,p
2023-08-05 23:36,0.125,0.052,1,0,0,0,p
2023-08-05 23:42,0.102,0.066,0,0,0,0,p
2023-08-05 23:48,0.062,0.069,1,0,0,0,p
2023-08-05 23:54,0.066,0.059,0,0,0,0,p
2023-08-06 00:00,0.066,0.062,1,0,0,0,p
2023-08-06 00:06,0.039,0.062,0,0,0,0,p
2023-08-06 00:12,0.082,0.079,1,0,0,0,p
2023-08-06 00:18,0.102,0.059,1,0,0,0,p
2023-08-06 00:24,0.118,0.082,1,0,0,0,p
2023-08-06 00:30,0.089,0.069,1,0,0,0,p
2023-08-06 00:36,0.112,0.059,0,0,0,0,p
2023-08-06 00:42,0.108,0.059,0,0,0,0,p
2023-08-06 00:48,0.098,0.079,1,0,0,0,p
2023-08-06 00:54,0.108,0.062,0,0,0,0,p
2023-08-06 01:00,0.118,0.059,0,0,0,0,p
2023-08-06 01:06,0.128,0.059,1,0,0,0,p
2023-08-06 01:12,0.085,0.052,1,0,0,0,p
2023-08-06 01:18,0.056,0.072,1,0,0,0,p
2023-08-06 01:24,0.043,0.069,1,0,0,0,p
2023-08-06 01:30,0.010,0.079,1,0,0,0,p
2023-08-06 01:36,0.023,0.062,1,0,0,0,p
2023-08-06 01:42,0.030,0.075,1,0,0,0,p
2023-08-06 01:48,0.075,0.075,0,0,0,0,p
2023-08-06 01:54,0.082,0.069,1,0,0,0,p
2023-08-06 02:00,0.108,0.066,1,0,0,0,p
2023-08-06 02:06,0.135,0.066,1,0,0,0,p
2023-08-06 02:12,0.171,0.072,1,0,0,0,p
2023-08-06 02:18,0.194,0.066,1,0,0,0,p
2023-08-06 02:24,0.230,0.072,0,0,0,0,p
2023-08-06 02:30,0.226,0.066,0,0,0,0,p
2023-08-06 02:36,0.240,0.069,0,0,0,0,p
2023-08-06 02:42,0.236,0.072,1,0,0,0,p
2023-08-06 02:48,0.240,0.069,1,0,0,0,p
2023-08-06 02:54,0.259,0.079,1,0,0,0,p
2023-08-06 03:00,0.292,0.066,0,0,0,0,p
2023-08-06 03:06,0.282,0.062,1,0,0,0,p
2023-08-06 03:12,0.279,0.072,1,0,0,0,p
2023-08-06 03:18,0.348,0.069,1,0,0,0,p
2023-08-06 03:24,0.358,0.062,1,0,0,0,p
2023-08-06 03:30,0.344,0.066,1,0,0,0,p
2023-08-06 03:36,0.404,0.069,1,0,0,0,p
2023-08-06 03:42,0.430,0.056,1,0,0,0,p
2023-08-06 03:48,0.456,0.069,1,0,0,0,p
2023-08-06 03:54,0.505,0.085,1,0,0,0,p
2023-08-06 04:00,0.384,0.151,1,0,0,0,p
2023-08-06 04:06,0.430,0.072,1,0,0,0,p
2023-08-06 04:12,0.466,0.066,1,0,0,0,p
2023-08-06 04:18,0.436,0.072,1,0,0,0,p
2023-08-06 04:24,0.446,0.079,0,0,0,0,p
2023-08-06 04:30,0.466,0.069,1,0,0,0,p
2023-08-06 04:36,0.476,0.072,1,0,0,0,p
2023-08-06 04:42,0.538,0.062,1,0,0,0,p
2023-08-06 04:48,0.571,0.059,1,0,0,0,p
2023-08-06 04:54,0.541,0.062,1,0,0,0,p
2023-08-06 05:00,0.607,0.056,0,0,0,0,p
2023-08-06 05:06,0.673,0.056,0,0,0,0,p
2023-08-06 05:12,0.692,0.066,0,0,0,0,p
2023-08-06 05:18,0.709,0.062,1,0,0,0,p
2023-08-06 05:24,0.682,0.059,1,0,0,0,p
2023-08-06 05:30,0.673,0.069,1,0,0,0,p
2023-08-06 05:36,0.682,0.072,0,0,0,0,p
2023-08-06 05:42,0.676,0.128,1,0,0,0,p
2023-08-06 05:48,0.745,0.108,0,0,0,0,p
2023-08-06 05:54,0.686,0.075,1,0,0,0,p
2023-08-06 06:00,0.663,0.072,1,0,0,0,p
2023-08-06 06:06,0.689,0.062,0,0,0,0,p
2023-08-06 06:12,0.709,0.066,1,0,0,0,p
2023-08-06 06:18,0.686,0.066,0,0,0,0,p
2023-08-06 06:24,0.659,0.069,0,0,0,0,p
2023-08-06 06:30,0.696,0.062,1,0,0,0,p
2023-08-06 06:36,0.656,0.072,1,0,0,0,p
2023-08-06 06:42,0.650,0.072,0,0,0,0,p
2023-08-06 06:48,0.676,0.089,1,0,0,0,p
2023-08-06 06:54,0.656,0.069,0,0,0,0,p
2023-08-06 07:00,0.643,0.059,0,0,0,0,p
2023-08-06 07:06,0.663,0.066,1,0,0,0,p
2023-08-06 07:12,0.745,0.059,1,0,0,0,p
2023-08-06 07:18,0.791,0.069,1,0,0,0,p
2023-08-06 07:24,0.764,0.072,1,0,0,0,p
2023-08-06 07:30,0.751,0.069,0,0,0,0,p
2023-08-06 07:36,0.840,0.098,1,0,0,0,p
2023-08-06 07:42,0.646,0.128,1,0,0,0,p
2023-08-06 07:48,0.686,0.059,1,0,0,0,p
2023-08-06 07:54,0.673,0.072,1,0,0,0,p
2023-08-06 08:00,0.659,0.079,0,0,0,0,p
2023-08-06 08:06,0.633,0.072,1,0,0,0,p
2023-08-06 08:12,0.597,0.059,0,0,0,0,p
2023-08-06 08:18,0.554,0.052,1,0,0,0,p
2023-08-06 08:24,0.528,0.059,1,0,0,0,p
2023-08-06 08:30,0.502,0.062,1,0,0,0,p
2023-08-06 08:36,0.495,0.056,1,0,0,0,p
2023-08-06 08:42,0.472,0.062,1,0,0,0,p
2023-08-06 08:48,0.492,0.062,0,0,0,0,p
2023-08-06 08:54,0.505,0.056,1,0,0,0,p
2023-08-06 09:00,0.482,0.056,1,0,0,0,p
2023-08-06 09:06,0.433,0.075,1,0,0,0,p
2023-08-06 09:12,0.344,0.062,1,0,0,0,p
2023-08-06 09:18,0.318,0.056,1,0,0,0,p
2023-08-06 09:24,0.272,0.066,0,0,0,0,p
2023-08-06 09:30,0.203,0.059,1,0,0,0,p
2023-08-06 09:36,0.164,0.049,1,0,0,0,p
2023-08-06 09:42,0.144,0.066,1,0,0,0,p
2023-08-06 09:48,0.112,0.056,1,0,0,0,p
2023-08-06 09:54,0.085,0.066,0,0,0,0,p
2023-08-06 10:00,0.102,0.049,1,0,0,0,p
2023-08-06 10:06,0.092,0.069,0,0,0,0,p
2023-08-06 10:12,0.141,0.062,1,0,0,0,p
2023-08-06 10:18,0.128,0.066,1,0,0,0,p
2023-08-06 10:24,0.174,0.066,0,0,0,0,p
2023-08-06 10:30,0.161,0.056,1,0,0,0,p
2023-08-06 10:36,0.128,0.059,1,0,0,0,p
2023-08-06 10:42,0.112,0.056,1,0,0,0,p
2023-08-06 10:48,0.075,0.049,1,0,0,0,p
2023-08-06 10:54,0.059,0.056,1,0,0,0,p
2023-08-06 11:00,0.030,0.049,1,0,0,0,p
2023-08-06 11:06,0.033,0.059,1,0,0,0,p
2023-08-06 11:12,0.010,0.069,1,0,0,0,p
2023-08-06 11:18,-0.020,0.056,0,0,0,0,p
2023-08-06 11:24,-0.010,0.052,1,0,0,0,p
2023-08-06 11:30,-0.030,0.062,1,0,0,0,p
2023-08-06 11:36,0.026,0.052,1,0,0,0,p
2023-08-06 11:42,0.010,0.059,0,0,0,0,p
2023-08-06 11:48,-0.010,0.066,1,0,0,0,p
2023-08-06 11:54,-0.010,0.072,1,0,0,0,p
2023-08-06 12:00,-0.039,0.072,0,0,0,0,p
2023-08-06 12:06,-0.072,0.052,0,0,0,0,p
2023-08-06 12:12,-0.112,0.049,0,0,0,0,p
2023-08-06 12:18,-0.108,0.052,1,0,0,0,p
2023-08-06 12:24,-0.098,0.056,1,0,0,0,p
2023-08-06 12:30,-0.089,0.059,1,0,0,0,p
2023-08-06 12:36,-0.138,0.072,0,0,0,0,p
2023-08-06 12:42,-0.151,0.062,1,0,0,0,p
2023-08-06 12:48,-0.151,0.059,1,0,0,0,p
2023-08-06 12:54,-0.151,0.059,1,0,0,0,p
2023-08-06 13:00,-0.131,0.052,0,0,0,0,p
2023-08-06 13:06,-0.128,0.062,0,0,0,0,p
2023-08-06 13:12,-0.135,0.062,1,0,0,0,p
2023-08-06 13:18,-0.138,0.056,1,0,0,0,p
2023-08-06 13:24,-0.118,0.062,1,0,0,0,p
2023-08-06 13:30,-0.128,0.056,1,0,0,0,p
2023-08-06 13:36,-0.157,0.056,1,0,0,0,p
2023-08-06 13:42,-0.187,0.052,1,0,0,0,p
2023-08-06 13:48,-0.190,0.062,1,0,0,0,p
2023-08-06 13:54,-0.167,0.056,1,0,0,0,p
2023-08-06 14:00,-0.161,0.066,1,0,0,0,p
2023-08-06 14:06,-0.148,0.059,0,0,0,0,p
2023-08-06 14:12,-0.164,0.062,0,0,0,0,p
2023-08-06 14:18,-0.148,0.049,1,0,0,0,p
2023-08-06 14:24,-0.161,0.059,0,0,0,0,p
2023-08-06 14:30,-0.118,0.069,1,0,0,0,p
2023-08-06 14:36,-0.098,0.062,0,0,0,0,p
2023-08-06 14:42,-0.112,0.062,1,0,0,0,p
2023-08-06 14:48,-0.098,0.052,1,0,0,0,p
2023-08-06 14:54,-0.072,0.066,0,0,0,0,p
2023-08-06 15:00,-0.026,0.056,0,0,0,0,p
2023-08-06 15:06,-0.020,0.056,1,0,0,0,p
2023-08-06 15:12,-0.036,0.066,0,0,0,0,p
2023-08-06 15:18,-0.072,0.059,1,0,0,0,p
2023-08-06 15:24,-0.046,0.049,1,0,0,0,p
2023-08-06 15:30,-0.013,0.062,0,0,0,0,p
2023-08-06 15:36,0.013,0.062,1,0,0,0,p
2023-08-06 15:42,0.039,0.049,1,0,0,0,p
2023-08-06 15:48,0.062,0.066,1,0,0,0,p
2023-08-06 15:54,0.082,0.059,0,0,0,0,p
2023-08-06 16:00,0.118,0.052,1,0,0,0,p
2023-08-06 16:06,0.118,0.049,1,0,0,0,p
2023-08-06 16:12,0.174,0.069,1,0,0,0,p
2023-08-06 16:18,0.230,0.066,0,0,0,0,p
2023-08-06 16:24,0.243,0.062,0,0,0,0,p
2023-08-06 16:30,0.272,0.056,1,0,0,0,p
2023-08-06 16:36,0.335,0.069,0,0,0,0,p
2023-08-06 16:42,0.344,0.052,0,0,0,0,p
2023-08-06 16:48,0.341,0.062,1,0,0,0,p
2023-08-06 16:54,0.407,0.062,1,0,0,0,p
2023-08-06 17:00,0.397,0.059,0,0,0,0,p
2023-08-06 17:06,0.410,0.059,1,0,0,0,p
2023-08-06 17:12,0.427,0.066,1,0,0,0,p
2023-08-06 17:18,0.436,0.056,1,0,0,0,p
2023-08-06 17:24,0.443,0.066,1,0,0,0,p
2023-08-06 17:30,0.440,0.059,1,0,0,0,p
2023-08-06 17:36,0.476,0.056,1,0,0,0,p
2023-08-06 17:42,0.476,0.154,1,0,0,0,p
2023-08-06 17:48,0.604,0.089,0,0,0,0,p
2023-08-06 17:54,0.614,0.072,1,0,0,0,p
2023-08-06 18:00,0.617,0.069,0,0,0,0,p
2023-08-06 18:06,0.663,0.066,1,0,0,0,p
2023-08-06 18:12,0.732,0.052,1,0,0,0,p
2023-08-06 18:18,0.738,0.043,1,0,0,0,p
2023-08-06 18:24,0.748,0.069,1,0,0,0,p
2023-08-06 18:30,0.784,0.046,1,0,0,0,p
2023-08-06 18:36,0.778,0.056,1,0,0,0,p
2023-08-06 18:42,0.771,0.059,1,0,0,0,p
2023-08-06 18:48,0.745,0.052,1,0,0,0,p
2023-08-06 18:54,0.787,0.059,1,0,0,0,p
2023-08-06 19:00,0.801,0.059,0,0,0,0,p
2023-08-06 19:06,0.781,0.062,1,0,0,0,p
2023-08-06 19:12,0.768,0.056,1,0,0,0,p
2023-08-06 19:18,0.797,0.046,1,0,0,0,p
2023-08-06 19:24,0.761,0.049,1,0,0,0,p
2023-08-06 19:30,0.755,0.056,1,0,0,0,p
2023-08-06 19:36,0.787,0.066,0,0,0,0,p
2023-08-06 19:42,0.804,0.062,1,0,0,0,p
2023-08-06 19:48,0.827,0.052,0,0,0,0,p
2023-08-06 19:54,0.853,0.059,1,0,0,0,p
2023-08-06 20:00,0.879,0.089,1,0,0,0,p
2023-08-06 20:06,0.899,0.072,1,0,0,0,p
2023-08-06 20:12,0.896,0.069,0,0,0,0,p
2023-08-06 20:18,0.879,0.066,0,0,0,0,p
2023-08-06 20:24,0.896,0.066,0,0,0,0,p
2023-08-06 20:30,0.912,0.059,1,0,0,0,p
2023-08-06 20:36,0.945,0.056,1,0,0,0,p
2023-08-06 20:42,0.928,0.049,1,0,0,0,p
2023-08-06 20:48,0.873,0.059,1,0,0,0,p
2023-08-06 20:54,0.856,0.059,0,0,0,0,p
2023-08-06 21:00,0.899,0.052,0,0,0,0,p
2023-08-06 21:06,0.892,0.056,1,0,0,0,p
2023-08-06 21:12,0.856,0.052,1,0,0,0,p
2023-08-06 21:18,0.873,0.066,1,0,0,0,p
2023-08-06 21:24,0.863,0.062,1,0,0,0,p
2023-08-06 21:30,0.853,0.062,1,0,0,0,p
2023-08-06 21:36,0.823,0.069,0,0,0,0,p
2023-08-06 21:42,0.768,0.059,0,0,0,0,p
2023-08-06 21:48,0.778,0.066,0,0,0,0,p
2023-08-06 21:54,0.755,0.049,1,0,0,0,p
2023-08-06 22:00,0.748,0.059,1,0,0,0,p
2023-08-06 22:06,0.719,0.046,1,0,0,0,p
2023-08-06 22:12,0.676,0.072,1,0,0,0,p
2023-08-06 22:18,0.682,0.059,1,0,0,0,p
2023-08-06 22:24,0.650,0.059,0,0,0,0,p
2023-08-06 22:30,0.669,0.069,0,0,0,0,p
2023-08-06 22:36,0.627,0.095,0,0,0,0,p
2023-08-06 22:42,0.676,0.059,1,0,0,0,p
2023-08-06 22:48,0.663,0.072,0,0,0,0,p
2023-08-06 22:54,0.650,0.069,1,0,0,0,p
2023-08-06 23:00,0.620,0.062,1,0,0,0,p
